	gene_symbol
SLC47A2	SLC47A2
SLC48A1	SLC48A1
SLC49A3	SLC49A3
SLC49A4	SLC49A4
SLC4A1	SLC4A1
SLC4A10	SLC4A10
SLC4A11	SLC4A11
SLC4A1AP	SLC4A1AP
SLC4A2	SLC4A2
SLC4A3	SLC4A3
SLC4A4	SLC4A4
SLC4A5	SLC4A5
SLC4A7	SLC4A7
SLC4A8	SLC4A8
SLC4A9	SLC4A9
SLC50A1	SLC50A1
SLC51A	SLC51A
SLC51B	SLC51B
SLC52A1	SLC52A1
SLC52A2	SLC52A2
SLC52A3	SLC52A3
SLC5A1	SLC5A1
SLC5A10	SLC5A10
SLC5A11	SLC5A11
SLC5A12	SLC5A12
SLC5A2	SLC5A2
SLC5A3	SLC5A3
SLC5A4	SLC5A4
SLC5A4-AS1	SLC5A4-AS1
SLC5A5	SLC5A5
SLC5A6	SLC5A6
SLC5A7	SLC5A7
SLC5A8	SLC5A8
SLC5A9	SLC5A9
SLC66A1	SLC66A1
SLC66A1L	SLC66A1L
SLC66A2	SLC66A2
SLC66A3	SLC66A3
SLC6A1	SLC6A1
SLC6A1-AS1	SLC6A1-AS1
SLC6A11	SLC6A11
SLC6A12	SLC6A12
SLC6A13	SLC6A13
SLC6A14	SLC6A14
SLC6A15	SLC6A15
SLC6A16	SLC6A16
SLC6A17	SLC6A17
SLC6A18	SLC6A18
SLC6A19	SLC6A19
SLC6A2	SLC6A2
SLC6A20	SLC6A20
SLC6A3	SLC6A3
SLC6A4	SLC6A4
SLC6A5	SLC6A5
SLC6A6	SLC6A6
SLC6A7	SLC6A7
SLC6A8	SLC6A8
SLC6A9	SLC6A9
SLC7A1	SLC7A1
SLC7A10	SLC7A10
SLC7A11	SLC7A11
SLC7A11-AS1	SLC7A11-AS1
SLC7A13	SLC7A13
SLC7A14	SLC7A14
SLC7A14-AS1	SLC7A14-AS1
SLC7A2	SLC7A2
SLC7A3	SLC7A3
SLC7A4	SLC7A4
SLC7A5	SLC7A5
SLC7A6	SLC7A6
SLC7A6OS	SLC7A6OS
SLC7A7	SLC7A7
SLC7A8	SLC7A8
SLC7A9	SLC7A9
SLC8A1	SLC8A1
SLC8A1-AS1	SLC8A1-AS1
SLC8A2	SLC8A2
SLC8A3	SLC8A3
SLC8B1	SLC8B1
SLC9A1	SLC9A1
SLC9A2	SLC9A2
SLC9A3	SLC9A3
SLC9A3-AS1	SLC9A3-AS1
SLC9A3R1	SLC9A3R1
SLC9A3R2	SLC9A3R2
SLC9A4	SLC9A4
SLC9A5	SLC9A5
SLC9A6	SLC9A6
SLC9A7	SLC9A7
SLC9A8	SLC9A8
SLC9A9	SLC9A9
SLC9A9-AS1	SLC9A9-AS1
SLC9A9-AS2	SLC9A9-AS2
SLC9B1	SLC9B1
SLC9B2	SLC9B2
SLC9C1	SLC9C1
SLC9C2	SLC9C2
SLCO1A2	SLCO1A2
SLCO1B1	SLCO1B1
SLCO1B3	SLCO1B3
SLCO1B7	SLCO1B7
SLCO1C1	SLCO1C1
SLCO2A1	SLCO2A1
SLCO2B1	SLCO2B1
SLCO3A1	SLCO3A1
SLCO4A1	SLCO4A1
SLCO4A1-AS1	SLCO4A1-AS1
SLCO4C1	SLCO4C1
SLCO5A1	SLCO5A1
SLCO6A1	SLCO6A1
SLF1	SLF1
SLF2	SLF2
SLFN11	SLFN11
SLFN12	SLFN12
SLFN12L	SLFN12L
SLFN13	SLFN13
SLFN14	SLFN14
SLFN5	SLFN5
SLFNL1	SLFNL1
SLFNL1-AS1	SLFNL1-AS1
SLIRP	SLIRP
SLIT1	SLIT1
SLIT1-AS1	SLIT1-AS1
SLIT2	SLIT2
SLIT2-IT1	SLIT2-IT1
SLIT3	SLIT3
SLITRK1	SLITRK1
SLITRK2	SLITRK2
SLITRK3	SLITRK3
SLITRK4	SLITRK4
SLITRK5	SLITRK5
SLITRK6	SLITRK6
SLK	SLK
SLMAP	SLMAP
SLN	SLN
SLPI	SLPI
SLTM	SLTM
SLU7	SLU7
SLURP2	SLURP2
SLX1A	SLX1A
SLX1B	SLX1B
SLX4	SLX4
SLX4IP	SLX4IP
SMAD1	SMAD1
SMAD1-AS1	SMAD1-AS1
SMAD1-AS2	SMAD1-AS2
SMAD2	SMAD2
SMAD3	SMAD3
SMAD4	SMAD4
SMAD5	SMAD5
SMAD5-AS1	SMAD5-AS1
SMAD6	SMAD6
SMAD7	SMAD7
SMAD9	SMAD9
SMAD9-IT1	SMAD9-IT1
SMAGP	SMAGP
SMAP1	SMAP1
SMAP2	SMAP2
SMARCA1	SMARCA1
SMARCA2	SMARCA2
SMARCA4	SMARCA4
SMARCA5	SMARCA5
SMARCA5-AS1	SMARCA5-AS1
SMARCAD1	SMARCAD1
SMARCAL1	SMARCAL1
SMARCB1	SMARCB1
SMARCC1	SMARCC1
SMARCC2	SMARCC2
SMARCD1	SMARCD1
SMARCD2	SMARCD2
SMARCD3	SMARCD3
SMARCE1	SMARCE1
SMC1A	SMC1A
SMC1B	SMC1B
SMC2	SMC2
SMC2-AS1	SMC2-AS1
SMC3	SMC3
SMC4	SMC4
SMC5	SMC5
SMC5-AS1	SMC5-AS1
SMC6	SMC6
SMCHD1	SMCHD1
SMCO1	SMCO1
SMCO2	SMCO2
SMCO3	SMCO3
SMCO4	SMCO4
SMCP	SMCP
SMCR2	SMCR2
SMCR5	SMCR5
SMCR8	SMCR8
SMDT1	SMDT1
SMG1	SMG1
SMG5	SMG5
SMG6	SMG6
SMG7	SMG7
SMG7-AS1	SMG7-AS1
SMG8	SMG8
SMG9	SMG9
SMILR	SMILR
SMIM1	SMIM1
SMIM10	SMIM10
SMIM10L1	SMIM10L1
SMIM10L2A	SMIM10L2A
SMIM10L2B	SMIM10L2B
SMIM10L2B-AS1	SMIM10L2B-AS1
SMIM11A	SMIM11A
SMIM11B	SMIM11B
SMIM12	SMIM12
SMIM13	SMIM13
SMIM14	SMIM14
SMIM15	SMIM15
SMIM15-AS1	SMIM15-AS1
SMIM17	SMIM17
SMIM18	SMIM18
SMIM19	SMIM19
SMIM2	SMIM2
SMIM2-AS1	SMIM2-AS1
SMIM2-IT1	SMIM2-IT1
SMIM20	SMIM20
SMIM21	SMIM21
SMIM22	SMIM22
SMIM23	SMIM23
SMIM24	SMIM24
SMIM25	SMIM25
SMIM26	SMIM26
SMIM27	SMIM27
SMIM28	SMIM28
SMIM29	SMIM29
SMIM3	SMIM3
SMIM30	SMIM30
SMIM31	SMIM31
SMIM32	SMIM32
SMIM33	SMIM33
SMIM34B	SMIM34B
SMIM35	SMIM35
SMIM36	SMIM36
SMIM37	SMIM37
SMIM38	SMIM38
SMIM4	SMIM4
SMIM40	SMIM40
SMIM41	SMIM41
SMIM5	SMIM5
SMIM6	SMIM6
SMIM7	SMIM7
SMIM8	SMIM8
SMIM9	SMIM9
SMKR1	SMKR1
SMLR1	SMLR1
SMN1	SMN1
SMN2	SMN2
SMNDC1	SMNDC1
SMO	SMO
SMOC1	SMOC1
SMOC2	SMOC2
SMOX	SMOX
SMPD1	SMPD1
SMPD2	SMPD2
SMPD3	SMPD3
SMPD4	SMPD4
SMPDL3A	SMPDL3A
SMPDL3B	SMPDL3B
SMPX	SMPX
SMR3B	SMR3B
SMS	SMS
SMTN	SMTN
SMTNL1	SMTNL1
SMTNL2	SMTNL2
SMU1	SMU1
SMUG1	SMUG1
SMUG1-AS1	SMUG1-AS1
SMURF1	SMURF1
SMURF2	SMURF2
SMYD1	SMYD1
SMYD2	SMYD2
SMYD3	SMYD3
SMYD3-IT1	SMYD3-IT1
SMYD4	SMYD4
SMYD5	SMYD5
SNAI1	SNAI1
SNAI2	SNAI2
SNAI3	SNAI3
SNAI3-AS1	SNAI3-AS1
SNAP23	SNAP23
SNAP25	SNAP25
SNAP25-AS1	SNAP25-AS1
SNAP29	SNAP29
SNAP47	SNAP47
SNAP47-AS1	SNAP47-AS1
SNAP91	SNAP91
SNAPC1	SNAPC1
SNAPC2	SNAPC2
SNAPC3	SNAPC3
SNAPC4	SNAPC4
SNAPC5	SNAPC5
SNAPIN	SNAPIN
SNCA	SNCA
SNCA-AS1	SNCA-AS1
SNCAIP	SNCAIP
SNCB	SNCB
SNCG	SNCG
SND1	SND1
SND1-IT1	SND1-IT1
SNED1	SNED1
SNF8	SNF8
SNHG1	SNHG1
SNHG10	SNHG10
SNHG11	SNHG11
SNHG12	SNHG12
SNHG14	SNHG14
SNHG15	SNHG15
SNHG16	SNHG16
SNHG17	SNHG17
SNHG18	SNHG18
SNHG19	SNHG19
SNHG20	SNHG20
SNHG21	SNHG21
SNHG22	SNHG22
SNHG25	SNHG25
SNHG26	SNHG26
SNHG27	SNHG27
SNHG29	SNHG29
SNHG3	SNHG3
SNHG30	SNHG30
SNHG31	SNHG31
SNHG32	SNHG32
SNHG4	SNHG4
SNHG5	SNHG5
SNHG6	SNHG6
SNHG7	SNHG7
SNHG8	SNHG8
SNHG9	SNHG9
SNIP1	SNIP1
SNN	SNN
SNORC	SNORC
SNPH	SNPH
SNRK	SNRK
SNRK-AS1	SNRK-AS1
SNRNP200	SNRNP200
SNRNP25	SNRNP25
SNRNP27	SNRNP27
SNRNP35	SNRNP35
SNRNP40	SNRNP40
SNRNP48	SNRNP48
SNRNP70	SNRNP70
SNRPA	SNRPA
SNRPA1	SNRPA1
SNRPB	SNRPB
SNRPB2	SNRPB2
SNRPC	SNRPC
SNRPD1	SNRPD1
SNRPD2	SNRPD2
SNRPD3	SNRPD3
SNRPE	SNRPE
SNRPF	SNRPF
SNRPG	SNRPG
SNRPN	SNRPN
SNTA1	SNTA1
SNTB1	SNTB1
SNTB2	SNTB2
SNTG1	SNTG1
SNTG2	SNTG2
SNTG2-AS1	SNTG2-AS1
SNTN	SNTN
SNU13	SNU13
SNUPN	SNUPN
SNURF	SNURF
SNW1	SNW1
SNX1	SNX1
SNX10	SNX10
SNX11	SNX11
SNX12	SNX12
SNX13	SNX13
SNX14	SNX14
SNX15	SNX15
SNX16	SNX16
SNX17	SNX17
SNX18	SNX18
SNX19	SNX19
SNX2	SNX2
SNX20	SNX20
SNX21	SNX21
SNX22	SNX22
SNX24	SNX24
SNX25	SNX25
SNX27	SNX27
SNX29	SNX29
SNX3	SNX3
SNX30	SNX30
SNX31	SNX31
SNX32	SNX32
SNX33	SNX33
SNX4	SNX4
SNX5	SNX5
SNX6	SNX6
SNX7	SNX7
SNX8	SNX8
SNX9	SNX9
SOAT1	SOAT1
SOAT2	SOAT2
SOBP	SOBP
SOCS1	SOCS1
SOCS2	SOCS2
SOCS2-AS1	SOCS2-AS1
SOCS3	SOCS3
SOCS4	SOCS4
SOCS5	SOCS5
SOCS6	SOCS6
SOCS7	SOCS7
SOD1	SOD1
SOD2	SOD2
SOD2-OT1	SOD2-OT1
SOD2.1	SOD2.1
SOD3	SOD3
SOGA1	SOGA1
SOGA3	SOGA3
SOHLH1	SOHLH1
SOHLH2	SOHLH2
SON	SON
SORBS1	SORBS1
SORBS2	SORBS2
SORBS3	SORBS3
SORCS1	SORCS1
SORCS2	SORCS2
SORCS3	SORCS3
SORD	SORD
SORL1	SORL1
SORT1	SORT1
SOS1	SOS1
SOS1-IT1	SOS1-IT1
SOS2	SOS2
SOST	SOST
SOSTDC1	SOSTDC1
SOWAHA	SOWAHA
SOWAHB	SOWAHB
SOWAHC	SOWAHC
SOWAHD	SOWAHD
SOX1	SOX1
SOX1-OT	SOX1-OT
SOX10	SOX10
SOX11	SOX11
SOX12	SOX12
SOX13	SOX13
SOX15	SOX15
SOX17	SOX17
SOX18	SOX18
SOX2	SOX2
SOX2-OT	SOX2-OT
SOX21	SOX21
SOX21-AS1	SOX21-AS1
SOX3	SOX3
SOX30	SOX30
SOX4	SOX4
SOX5	SOX5
SOX5-AS1	SOX5-AS1
SOX6	SOX6
SOX7	SOX7
SOX8	SOX8
SOX9	SOX9
SOX9-AS1	SOX9-AS1
SP1	SP1
SP100	SP100
SP110	SP110
SP140	SP140
SP140L	SP140L
SP2	SP2
SP2-AS1	SP2-AS1
SP3	SP3
SP4	SP4
SP5	SP5
SP6	SP6
SP7	SP7
SP8	SP8
SP9	SP9
SPA17	SPA17
SPAAR	SPAAR
SPACA1	SPACA1
SPACA3	SPACA3
SPACA5	SPACA5
SPACA6	SPACA6
SPACA6P-AS	SPACA6P-AS
SPACA7	SPACA7
SPACA9	SPACA9
SPAG1	SPAG1
SPAG16	SPAG16
SPAG16-DT	SPAG16-DT
SPAG17	SPAG17
SPAG4	SPAG4
SPAG5	SPAG5
SPAG5-AS1	SPAG5-AS1
SPAG6	SPAG6
SPAG7	SPAG7
SPAG8	SPAG8
SPAG9	SPAG9
SPAM1	SPAM1
SPANXA2-OT1	SPANXA2-OT1
SPANXB1	SPANXB1
SPANXD	SPANXD
SPANXN1	SPANXN1
SPANXN2	SPANXN2
SPANXN3	SPANXN3
SPANXN4	SPANXN4
SPARC	SPARC
SPARCL1	SPARCL1
SPART	SPART
SPART-AS1	SPART-AS1
SPAST	SPAST
SPATA1	SPATA1
SPATA12	SPATA12
SPATA13	SPATA13
SPATA13-AS1	SPATA13-AS1
SPATA16	SPATA16
SPATA17	SPATA17
SPATA18	SPATA18
SPATA19	SPATA19
SPATA2	SPATA2
SPATA20	SPATA20
SPATA21	SPATA21
SPATA22	SPATA22
SPATA24	SPATA24
SPATA25	SPATA25
SPATA2L	SPATA2L
SPATA3	SPATA3
SPATA3-AS1	SPATA3-AS1
SPATA31E1	SPATA31E1
SPATA32	SPATA32
SPATA33	SPATA33
SPATA4	SPATA4
SPATA41	SPATA41
SPATA42	SPATA42
SPATA45	SPATA45
SPATA46	SPATA46
SPATA48	SPATA48
SPATA5	SPATA5
SPATA5L1	SPATA5L1
SPATA6	SPATA6
SPATA6L	SPATA6L
SPATA7	SPATA7
SPATA8-AS1	SPATA8-AS1
SPATA9	SPATA9
SPATC1	SPATC1
SPATC1L	SPATC1L
SPATS1	SPATS1
SPATS2	SPATS2
SPATS2L	SPATS2L
SPC24	SPC24
SPC25	SPC25
SPCS1	SPCS1
SPCS2	SPCS2
SPCS3	SPCS3
SPDEF	SPDEF
SPDL1	SPDL1
SPDYA	SPDYA
SPDYC	SPDYC
SPDYE1	SPDYE1
SPDYE16	SPDYE16
SPDYE17	SPDYE17
SPDYE2	SPDYE2
SPDYE21P	SPDYE21P
SPDYE2B	SPDYE2B
SPDYE3	SPDYE3
SPDYE5	SPDYE5
SPDYE6	SPDYE6
SPDYE8P	SPDYE8P
SPDYE9P	SPDYE9P
SPECC1	SPECC1
SPECC1L	SPECC1L
SPECC1L-ADORA2A	SPECC1L-ADORA2A
SPEF1	SPEF1
SPEF2	SPEF2
SPEG	SPEG
SPEGNB	SPEGNB
SPEM1	SPEM1
SPEN	SPEN
SPERT	SPERT
SPESP1	SPESP1
SPG11	SPG11
SPG21	SPG21
SPG7	SPG7
SPHK1	SPHK1
SPHK2	SPHK2
SPHKAP	SPHKAP
SPI1	SPI1
SPIB	SPIB
SPIC	SPIC
SPICE1	SPICE1
SPIDR	SPIDR
SPIN1	SPIN1
SPIN2A	SPIN2A
SPIN2B	SPIN2B
SPIN3	SPIN3
SPIN4	SPIN4
SPIN4-AS1	SPIN4-AS1
SPINDOC	SPINDOC
SPINK1	SPINK1
SPINK13	SPINK13
SPINK14	SPINK14
SPINK2	SPINK2
SPINK4	SPINK4
SPINK5	SPINK5
SPINK6	SPINK6
SPINK7	SPINK7
SPINK8	SPINK8
SPINK9	SPINK9
SPINT1	SPINT1
SPINT1-AS1	SPINT1-AS1
SPINT2	SPINT2
SPINT4	SPINT4
SPIRE1	SPIRE1
SPIRE2	SPIRE2
SPN	SPN
SPNS1	SPNS1
SPNS2	SPNS2
SPNS3	SPNS3
SPO11	SPO11
SPOCD1	SPOCD1
SPOCK1	SPOCK1
SPOCK2	SPOCK2
SPOCK3	SPOCK3
SPON1	SPON1
SPON1-AS1	SPON1-AS1
SPON2	SPON2
SPOP	SPOP
SPOPL	SPOPL
SPOUT1	SPOUT1
SPP1	SPP1
SPP2	SPP2
SPPL2A	SPPL2A
SPPL2B	SPPL2B
SPPL2C	SPPL2C
SPPL3	SPPL3
SPR	SPR
SPRED1	SPRED1
SPRED2	SPRED2
SPRED3	SPRED3
SPRN	SPRN
SPRR2E	SPRR2E
SPRR2G	SPRR2G
SPRTN	SPRTN
SPRY1	SPRY1
SPRY2	SPRY2
SPRY3	SPRY3
SPRY4	SPRY4
SPRY4-AS1	SPRY4-AS1
SPRYD3	SPRYD3
SPRYD4	SPRYD4
SPRYD7	SPRYD7
SPSB1	SPSB1
SPSB2	SPSB2
SPSB3	SPSB3
SPSB4	SPSB4
SPTA1	SPTA1
SPTAN1	SPTAN1
SPTB	SPTB
SPTBN1	SPTBN1
SPTBN2	SPTBN2
SPTBN4	SPTBN4
SPTBN5	SPTBN5
SPTLC1	SPTLC1
SPTLC2	SPTLC2
SPTLC3	SPTLC3
SPTSSA	SPTSSA
SPTSSB	SPTSSB
SPTY2D1	SPTY2D1
SPTY2D1OS	SPTY2D1OS
SPX	SPX
SPZ1	SPZ1
SQLE	SQLE
SQOR	SQOR
SQSTM1	SQSTM1
SRA1	SRA1
SRARP	SRARP
SRBD1	SRBD1
SRC	SRC
SRCAP	SRCAP
SRCIN1	SRCIN1
SRD5A1	SRD5A1
SRD5A2	SRD5A2
SRD5A3	SRD5A3
SRD5A3-AS1	SRD5A3-AS1
SREBF1	SREBF1
SREBF2	SREBF2
SREBF2-AS1	SREBF2-AS1
SREK1	SREK1
SREK1IP1	SREK1IP1
SRF	SRF
SRFBP1	SRFBP1
SRGAP1	SRGAP1
SRGAP2	SRGAP2
SRGAP2-AS1	SRGAP2-AS1
SRGAP2B	SRGAP2B
SRGAP2C	SRGAP2C
SRGAP3	SRGAP3
SRGAP3-AS1	SRGAP3-AS1
SRGAP3-AS2	SRGAP3-AS2
SRGAP3-AS3	SRGAP3-AS3
SRGAP3-AS4	SRGAP3-AS4
SRGN	SRGN
SRI	SRI
SRL	SRL
SRM	SRM
SRMS	SRMS
SRP14	SRP14
SRP14-AS1	SRP14-AS1
SRP19	SRP19
SRP54	SRP54
SRP68	SRP68
SRP72	SRP72
SRP9	SRP9
SRPK1	SRPK1
SRPK2	SRPK2
SRPK3	SRPK3
SRPRA	SRPRA
SRPRB	SRPRB
SRPX	SRPX
SRPX2	SRPX2
SRR	SRR
SRRD	SRRD
SRRM1	SRRM1
SRRM2	SRRM2
SRRM2-AS1	SRRM2-AS1
SRRM3	SRRM3
SRRM4	SRRM4
SRRM5	SRRM5
SRRT	SRRT
SRSF1	SRSF1
SRSF10	SRSF10
SRSF11	SRSF11
SRSF12	SRSF12
SRSF2	SRSF2
SRSF3	SRSF3
SRSF4	SRSF4
SRSF5	SRSF5
SRSF6	SRSF6
SRSF7	SRSF7
SRSF8	SRSF8
SRSF9	SRSF9
SRXN1	SRXN1
SRY	SRY
SS18	SS18
SS18L1	SS18L1
SS18L2	SS18L2
SSB	SSB
SSBP1	SSBP1
SSBP2	SSBP2
SSBP3	SSBP3
SSBP3-AS1	SSBP3-AS1
SSBP4	SSBP4
SSC4D	SSC4D
SSC5D	SSC5D
SSFA2	SSFA2
SSH1	SSH1
SSH2	SSH2
SSH3	SSH3
SSMEM1	SSMEM1
SSNA1	SSNA1
SSPN	SSPN
SSPO	SSPO
SSR1	SSR1
SSR2	SSR2
SSR3	SSR3
SSR4	SSR4
SSRP1	SSRP1
SSSCA1	SSSCA1
SSSCA1-AS1	SSSCA1-AS1
SST	SST
SSTR1	SSTR1
SSTR2	SSTR2
SSTR3	SSTR3
SSTR4	SSTR4
SSTR5-AS1	SSTR5-AS1
SSU72	SSU72
SSUH2	SSUH2
SSX1	SSX1
SSX2B	SSX2B
SSX2IP	SSX2IP
SSX3	SSX3
SSX5	SSX5
SSX7	SSX7
ST13	ST13
ST14	ST14
ST18	ST18
ST20-AS1	ST20-AS1
ST20-MTHFS	ST20-MTHFS
ST3GAL1	ST3GAL1
ST3GAL2	ST3GAL2
ST3GAL3	ST3GAL3
ST3GAL4	ST3GAL4
ST3GAL5	ST3GAL5
ST3GAL5-AS1	ST3GAL5-AS1
ST3GAL6	ST3GAL6
ST3GAL6-AS1	ST3GAL6-AS1
ST5	ST5
ST6GAL1	ST6GAL1
ST6GAL2	ST6GAL2
ST6GAL2-IT1	ST6GAL2-IT1
ST6GALNAC1	ST6GALNAC1
ST6GALNAC2	ST6GALNAC2
ST6GALNAC3	ST6GALNAC3
ST6GALNAC4	ST6GALNAC4
ST6GALNAC5	ST6GALNAC5
ST6GALNAC6	ST6GALNAC6
ST7	ST7
ST7-AS1	ST7-AS1
ST7-AS2	ST7-AS2
ST7-OT4	ST7-OT4
ST7L	ST7L
ST8SIA1	ST8SIA1
ST8SIA2	ST8SIA2
ST8SIA3	ST8SIA3
ST8SIA4	ST8SIA4
ST8SIA5	ST8SIA5
ST8SIA6	ST8SIA6
ST8SIA6-AS1	ST8SIA6-AS1
STAB1	STAB1
STAB2	STAB2
STAC	STAC
STAC2	STAC2
STAC3	STAC3
STAG1	STAG1
STAG2	STAG2
STAG3	STAG3
STAM	STAM
STAM-AS1	STAM-AS1
STAM2	STAM2
STAMBP	STAMBP
STAMBPL1	STAMBPL1
STAP1	STAP1
STAP2	STAP2
STAR	STAR
STARD10	STARD10
STARD13	STARD13
STARD13-AS	STARD13-AS
STARD13-IT1	STARD13-IT1
STARD3	STARD3
STARD3NL	STARD3NL
STARD4	STARD4
STARD4-AS1	STARD4-AS1
STARD5	STARD5
STARD6	STARD6
STARD7	STARD7
STARD7-AS1	STARD7-AS1
STARD8	STARD8
STARD9	STARD9
STAT1	STAT1
STAT2	STAT2
STAT3	STAT3
STAT4	STAT4
STAT5A	STAT5A
STAT5B	STAT5B
STAT6	STAT6
STAU1	STAU1
STAU2	STAU2
STAU2-AS1	STAU2-AS1
STBD1	STBD1
STC1	STC1
STC2	STC2
STEAP1	STEAP1
STEAP1B	STEAP1B
STEAP2	STEAP2
STEAP2-AS1	STEAP2-AS1
STEAP3	STEAP3
STEAP3-AS1	STEAP3-AS1
STEAP4	STEAP4
STH	STH
STIL	STIL
STIM1	STIM1
STIM2	STIM2
STIM2-AS1	STIM2-AS1
STIMATE	STIMATE
STIP1	STIP1
STK10	STK10
STK11	STK11
STK11IP	STK11IP
STK16	STK16
STK17A	STK17A
STK17B	STK17B
STK19	STK19
STK24	STK24
STK24-AS1	STK24-AS1
STK25	STK25
STK26	STK26
STK3	STK3
STK31	STK31
STK32A	STK32A
STK32A-AS1	STK32A-AS1
STK32B	STK32B
STK32C	STK32C
STK33	STK33
STK35	STK35
STK36	STK36
STK38	STK38
STK38L	STK38L
STK39	STK39
STK4	STK4
STK4-AS1	STK4-AS1
STK40	STK40
STKLD1	STKLD1
STMN1	STMN1
STMN2	STMN2
STMN3	STMN3
STMN4	STMN4
STMND1	STMND1
STMP1	STMP1
STN1	STN1
STOM	STOM
STOML1	STOML1
STOML2	STOML2
STOML3	STOML3
STON1	STON1
STON1-GTF2A1L	STON1-GTF2A1L
STON2	STON2
STOX1	STOX1
STOX2	STOX2
STPG1	STPG1
STPG2	STPG2
STPG2-AS1	STPG2-AS1
STPG3	STPG3
STPG3-AS1	STPG3-AS1
STPG4	STPG4
STRA6	STRA6
STRA8	STRA8
STRADA	STRADA
STRADB	STRADB
STRAP	STRAP
STRBP	STRBP
STRC	STRC
STRIP1	STRIP1
STRIP2	STRIP2
STRIT1	STRIT1
STRN	STRN
STRN3	STRN3
STRN4	STRN4
STS	STS
STT3A	STT3A
STT3A-AS1	STT3A-AS1
STT3B	STT3B
STUB1	STUB1
STUM	STUM
STX10	STX10
STX11	STX11
STX12	STX12
STX16	STX16
STX16-NPEPL1	STX16-NPEPL1
STX17	STX17
STX17-AS1	STX17-AS1
STX18	STX18
STX18-AS1	STX18-AS1
STX18-IT1	STX18-IT1
STX19	STX19
STX1A	STX1A
STX1B	STX1B
STX2	STX2
STX3	STX3
STX4	STX4
STX5	STX5
STX6	STX6
STX7	STX7
STX8	STX8
STXBP1	STXBP1
STXBP2	STXBP2
STXBP3	STXBP3
STXBP4	STXBP4
STXBP5	STXBP5
STXBP5-AS1	STXBP5-AS1
STXBP5L	STXBP5L
STXBP6	STXBP6
STYK1	STYK1
STYX	STYX
STYXL1	STYXL1
SUB1	SUB1
SUCLA2	SUCLA2
SUCLA2-AS1	SUCLA2-AS1
SUCLG1	SUCLG1
SUCLG2	SUCLG2
SUCLG2-AS1	SUCLG2-AS1
SUCNR1	SUCNR1
SUCO	SUCO
SUDS3	SUDS3
SUFU	SUFU
SUGCT	SUGCT
SUGP1	SUGP1
SUGP2	SUGP2
SUGT1	SUGT1
SULF1	SULF1
SULF2	SULF2
SULT1A1	SULT1A1
SULT1A2	SULT1A2
SULT1A3	SULT1A3
SULT1A4	SULT1A4
SULT1B1	SULT1B1
SULT1C2	SULT1C2
SULT1C3	SULT1C3
SULT1C4	SULT1C4
SULT1E1	SULT1E1
SULT2A1	SULT2A1
SULT2B1	SULT2B1
SULT4A1	SULT4A1
SULT6B1	SULT6B1
SUMF1	SUMF1
SUMF2	SUMF2
SUMO1	SUMO1
SUMO2	SUMO2
SUMO3	SUMO3
SUMO4	SUMO4
SUN1	SUN1
SUN2	SUN2
SUN3	SUN3
SUN5	SUN5
SUOX	SUOX
SUPT16H	SUPT16H
SUPT20H	SUPT20H
SUPT3H	SUPT3H
SUPT4H1	SUPT4H1
SUPT5H	SUPT5H
SUPT6H	SUPT6H
SUPT7L	SUPT7L
SUPV3L1	SUPV3L1
SURF1	SURF1
SURF2	SURF2
SURF4	SURF4
SURF6	SURF6
SUSD1	SUSD1
SUSD2	SUSD2
SUSD3	SUSD3
SUSD4	SUSD4
SUSD5	SUSD5
SUSD6	SUSD6
SUV39H1	SUV39H1
SUV39H2	SUV39H2
SUZ12	SUZ12
SV2A	SV2A
SV2B	SV2B
SV2C	SV2C
SVBP	SVBP
SVEP1	SVEP1
SVIL	SVIL
SVIP	SVIP
SVOP	SVOP
SVOPL	SVOPL
SWAP70	SWAP70
SWI5	SWI5
SWSAP1	SWSAP1
SWT1	SWT1
SYAP1	SYAP1
SYBU	SYBU
SYCE1	SYCE1
SYCE1L	SYCE1L
SYCE2	SYCE2
SYCE3	SYCE3
SYCP1	SYCP1
SYCP2	SYCP2
SYCP2L	SYCP2L
SYCP3	SYCP3
SYDE1	SYDE1
SYDE2	SYDE2
SYF2	SYF2
SYK	SYK
SYMPK	SYMPK
SYN1	SYN1
SYN2	SYN2
SYN3	SYN3
SYNC	SYNC
SYNCRIP	SYNCRIP
SYNDIG1	SYNDIG1
SYNDIG1L	SYNDIG1L
SYNE1	SYNE1
SYNE1-AS1	SYNE1-AS1
SYNE2	SYNE2
SYNE3	SYNE3
SYNE4	SYNE4
SYNGAP1	SYNGAP1
SYNGAP1-AS1	SYNGAP1-AS1
SYNGR1	SYNGR1
SYNGR2	SYNGR2
SYNGR3	SYNGR3
SYNGR4	SYNGR4
SYNJ1	SYNJ1
SYNJ2	SYNJ2
SYNJ2-IT1	SYNJ2-IT1
SYNJ2BP	SYNJ2BP
SYNJ2BP-COX16	SYNJ2BP-COX16
SYNM	SYNM
SYNPO	SYNPO
SYNPO2	SYNPO2
SYNPO2L	SYNPO2L
SYNPR	SYNPR
SYNPR-AS1	SYNPR-AS1
SYNRG	SYNRG
SYP	SYP
SYP-AS1	SYP-AS1
SYPL1	SYPL1
SYPL2	SYPL2
SYS1	SYS1
SYS1-DBNDD2	SYS1-DBNDD2
SYT1	SYT1
SYT10	SYT10
SYT11	SYT11
SYT12	SYT12
SYT13	SYT13
SYT14	SYT14
SYT15	SYT15
SYT16	SYT16
SYT17	SYT17
SYT2	SYT2
